X,region,date_locality,unique,sample,depth,interval_no,min,median,predicted_age_BP,max,predicted_age_AD_BC,perc_2.5,perc_25,perc_50,perc_75,perc_97.5,time_uncert
179,Gulf of Panama,Contadora,BF18-1-14-2.5,BF18-1-14,2.5,1,-68,-67,-62.108,-23.975,2012.108,NA,NA,NA,NA,NA,NA
180,Gulf of Panama,Contadora,BF18-1-14-7.5,BF18-1-14,7.5,2,-62.025,-45,-31.945,84.025,1981.945,5,14,21,29,121.05,15
181,Gulf of Panama,Contadora,BF18-1-14-12.5,BF18-1-14,12.5,3,-55.025,-22,-8.286,108.05,1958.286,5,14,22,25,66.025,11
182,Gulf of Panama,Contadora,BF18-1-14-17.5,BF18-1-14,17.5,4,-49.025,0,12.219,123.025,1937.781,5,13,21,23,48,10
183,Gulf of Panama,Contadora,BF18-1-14-22.5,BF18-1-14,22.5,5,-43.025,23,31.383,136,1918.617,4,11,20,23,45,12
184,Gulf of Panama,Contadora,BF18-1-14-27.5,BF18-1-14,27.5,6,-37,45,49.667,150,1900.333,4,11,19,23,42,12
185,Gulf of Panama,Contadora,BF18-1-14-32.5,BF18-1-14,32.5,7,-28,67,67.98,160,1882.02,4,11,18,23,44,12
186,Gulf of Panama,Contadora,BF18-1-14-37.5,BF18-1-14,37.5,8,-18,89,86.398,169.025,1863.602,4,11,18,23,47.025,12
187,Gulf of Panama,Contadora,BF18-1-14-42.5,BF18-1-14,42.5,9,-8.025,111.5,104.854,177,1845.146,5,11,19,23,50,12
188,Gulf of Panama,Contadora,BF18-1-14-47.5,BF18-1-14,47.5,10,10,133,124.072,185,1825.928,5,12,20,23,44.025,11
189,Gulf of Panama,Contadora,BF18-1-14-52.5,BF18-1-14,52.5,11,39.95,156,145.175,192,1804.825,5,12,21,23,58,11
190,Gulf of Panama,Contadora,BF18-1-14-57.5,BF18-1-14,57.5,12,68.975,179,168.841,198,1781.159,5,14,22,26,62.05,12
191,Gulf of Panama,Contadora,BF18-1-14-62.5,BF18-1-14,62.5,13,164.925,203,238.862,512.225,1711.138,7,22,37,71,359.1,49
192,Gulf of Panama,Contadora,BF18-1-14-67.5,BF18-1-14,67.5,14,235.975,355.5,466.301,1341.1,1483.699,35,88,140,259.25,930.25,171.25
193,Gulf of Panama,Contadora,BF18-1-14-72.5,BF18-1-14,72.5,15,272.975,502.5,635.365,1620.025,1314.635,33,83,142,190.25,578.075,107.25
194,Gulf of Panama,Contadora,BF18-1-14-77.5,BF18-1-14,77.5,16,309.95,646.5,774.985,1760.075,1175.015,30,75,129,153.25,387.025,78.25
195,Gulf of Panama,Contadora,BF18-1-14-82.5,BF18-1-14,82.5,17,343.975,791,898.933,1907.3,1051.067,27,66,110.5,148,340,82
196,Gulf of Panama,Contadora,BF18-1-14-87.5,BF18-1-14,87.5,18,379.95,936.5,1014.725,1976.05,935.275,27,63,106,147,312.3,84
197,Gulf of Panama,Contadora,BF18-1-14-92.5,BF18-1-14,92.5,19,424.95,1079,1130.39,2028.05,819.61,25,62,102,146,338.15,84
198,Gulf of Panama,Contadora,BF18-1-14-97.5,BF18-1-14,97.5,20,473.95,1221,1244.962,2101.2,705.038,23,62,101,145,320.075,83
199,Gulf of Panama,Contadora,BF18-1-14-102.5,BF18-1-14,102.5,21,522.775,1365,1361.869,2167.05,588.131,23.975,62,102,146,323.725,84
200,Gulf of Panama,Contadora,BF18-1-14-107.5,BF18-1-14,107.5,22,569.85,1510.5,1478.547,2232.075,471.453,25,62,100,146,353.125,84
201,Gulf of Panama,Contadora,BF18-1-14-112.5,BF18-1-14,112.5,23,643.5,1654,1596.26,2286.2,353.74,25,62.75,101,146,353.15,83.25
202,Gulf of Panama,Contadora,BF18-1-14-117.5,BF18-1-14,117.5,24,725.925,1794.5,1714.925,2334.025,235.075,26,64,102,146,326.3,82
203,Gulf of Panama,Contadora,BF18-1-14-122.5,BF18-1-14,122.5,25,853.975,1934,1842.199,2387.15,107.801,26.975,69,108,148,387.275,79
204,Gulf of Panama,Contadora,BF18-1-14-127.5,BF18-1-14,127.5,26,1009.9,2079,1976.514,2425.025,-26.514,28,72,118,151,394.025,79
205,Gulf of Panama,Contadora,BF18-1-14-132.5,BF18-1-14,132.5,27,1180.95,2231,2120.958,2462.025,-170.958,28,78,134,163.25,428.075,85.25
206,Gulf of Panama,Contadora,BF18-1-14-137.5,BF18-1-14,137.5,28,1531.8,2377,2286.896,2499.025,-336.896,30,84,142,189.25,501.35,105.25
207,Gulf of Panama,Contadora,BF18-1-14-142.5,BF18-1-14,142.5,29,2171.775,2528,2558.005,3188.35,-608.005,42,117.75,170,317.25,1127.275,199.5
208,Gulf of Panama,Contadora,BF18-1-14-147.5,BF18-1-14,147.5,30,2593.95,2800,2935.846,4029.025,-985.846,67,199,262,409,1431.2,210
209,Gulf of Panama,Contadora,BF18-1-14-152.5,BF18-1-14,152.5,31,2665.95,3070,3206.531,4350.45,-1256.531,65.975,167,262,288,747.15,121
210,Gulf of Panama,Contadora,BF18-1-14-157.5,BF18-1-14,157.5,32,2733.95,3341.5,3445.725,4617.075,-1495.725,60.975,151,251,278,579.225,127
211,Gulf of Panama,Contadora,BF18-1-14-162.5,BF18-1-14,162.5,33,2815.975,3610,3662.308,4732.075,-1712.308,56.975,137.75,225,274,431.1,136.25
212,Gulf of Panama,Contadora,BF18-1-14-167.5,BF18-1-14,167.5,34,2909.625,3880.5,3884.272,4828,-1934.272,55.975,135,220.5,273,547.05,138
213,Gulf of Panama,Contadora,BF18-1-14-172.5,BF18-1-14,172.5,35,3013.55,4149.5,4106.936,4948.2,-2156.936,55.975,135.75,218.5,273,537.5,137.25
214,Gulf of Panama,Contadora,BF18-1-14-177.5,BF18-1-14,177.5,36,3152,4408.5,4331.826,5028.025,-2381.826,55.975,139,225,274,488.2,135
215,Gulf of Panama,Contadora,BF18-1-14-182.5,BF18-1-14,182.5,37,3328,4679,4567.996,5097.175,-2617.996,58,146.75,252,278,547.025,131.25
216,Gulf of Panama,Contadora,BF18-1-14-187.5,BF18-1-14,187.5,38,3753.9,4957,4840.324,5178.05,-2890.324,61.975,168,262,289,746.45,121
217,Gulf of Panama,Contadora,BF18-1-14-192.5,BF18-1-14,192.5,39,4649.825,5229,5172.018,5254,-3222.018,57,167.5,254,348.5,1238.025,181
218,Gulf of Panama,Contadora,BF18-1-14-197.5,BF18-1-14,197.5,40,5228,5245,5243.906,5274,-3293.906,2,6,17,71.25,591.55,65.25
219,Gulf of Panama,Contadora,BF18-1-14-202.5,BF18-1-14,202.5,41,5233,5251,5250.384,5282,-3300.384,1,4,5,7,20,3
220,Gulf of Panama,Contadora,BF18-1-14-207.5,BF18-1-14,207.5,42,5235,5256,5255.792,5285.025,-3305.792,1,3,5,6,13,3
221,Gulf of Panama,Contadora,BF18-1-14-212.5,BF18-1-14,212.5,43,5237.975,5262,5260.858,5289,-3310.858,1,3,5,6,13,3
222,Gulf of Panama,Contadora,BF18-1-14-217.5,BF18-1-14,217.5,44,5241.975,5267,5265.745,5292.025,-3315.745,1,3,5,6,12,3
223,Gulf of Panama,Contadora,BF18-1-14-222.5,BF18-1-14,222.5,45,5243.975,5272,5270.669,5296,-3320.669,1,3,5,6,12.025,3
224,Gulf of Panama,Contadora,BF18-1-14-227.5,BF18-1-14,227.5,46,5247,5278,5275.638,5298,-3325.638,1,3,5,6,12,3
225,Gulf of Panama,Contadora,BF18-1-14-232.5,BF18-1-14,232.5,47,5251,5283,5281.002,5300,-3331.002,1,3,5,6,16.025,3
226,Gulf of Panama,Contadora,BF18-1-14-237.5,BF18-1-14,237.5,48,5254.975,5288,5286.425,5303.025,-3336.425,1,3,5,6,15,3
227,Gulf of Panama,Contadora,BF18-1-14-242.5,BF18-1-14,242.5,49,5263,5294,5292.66,5308,-3342.66,1,3,5,7,19.025,4
228,Gulf of Panama,Contadora,BF18-1-14-247.5,BF18-1-14,247.5,50,5285,5305,5339.469,5651.325,-3389.469,2,5,10,31,359.125,26
229,Gulf of Panama,Saboga,AT19-1-1-2.5,AT19-1-1,2.5,1,-69,-68,-66.128,-51.975,2016.128,NA,NA,NA,NA,NA,NA
230,Gulf of Panama,Saboga,AT19-1-1-7.5,AT19-1-1,7.5,2,-66,-57,-50.426,16,2000.426,3,7.75,11,13,74.05,5.25
231,Gulf of Panama,Saboga,AT19-1-1-12.5,AT19-1-1,12.5,3,-62,-46,-37.476,44,1987.476,3,8,11,12,39.025,4
232,Gulf of Panama,Saboga,AT19-1-1-17.5,AT19-1-1,17.5,4,-58,-35,-26.091,54,1976.091,3,7,11,12,30,5
233,Gulf of Panama,Saboga,AT19-1-1-22.5,AT19-1-1,22.5,5,-55,-23,-15.597,62.025,1965.597,3,7,11,12,25,5
234,Gulf of Panama,Saboga,AT19-1-1-27.5,AT19-1-1,27.5,6,-51,-12,-5.645,68.05,1955.645,3,7,11,12,22.025,5
235,Gulf of Panama,Saboga,AT19-1-1-32.5,AT19-1-1,32.5,7,-47,-1,4.125,76.025,1945.875,2.975,6,11,11,21,5
236,Gulf of Panama,Saboga,AT19-1-1-37.5,AT19-1-1,37.5,8,-43.025,11,13.833,85,1936.167,2,6,11,11,21.025,5
237,Gulf of Panama,Saboga,AT19-1-1-42.5,AT19-1-1,42.5,9,-38.025,22,23.166,89,1926.834,2.975,6,11,11,18,5
238,Gulf of Panama,Saboga,AT19-1-1-47.5,AT19-1-1,47.5,10,-33,33,32.473,93.025,1917.527,2,6,10,11,17,5
239,Gulf of Panama,Saboga,AT19-1-1-52.5,AT19-1-1,52.5,11,-29.025,44,41.786,97,1908.214,2,6,10,11,16,5
240,Gulf of Panama,Saboga,AT19-1-1-57.5,AT19-1-1,57.5,12,-21.025,55,51.258,101,1898.742,2.975,6,10,11,18.025,5
241,Gulf of Panama,Saboga,AT19-1-1-62.5,AT19-1-1,62.5,13,-16,67,60.904,105,1889.096,2,6,11,11.25,18,5.25
242,Gulf of Panama,Saboga,AT19-1-1-67.5,AT19-1-1,67.5,14,-7.025,78,70.972,109,1879.028,3,6,11,12,22,6
243,Gulf of Panama,Saboga,AT19-1-1-72.5,AT19-1-1,72.5,15,3,89,81.399,112.025,1868.601,3,7,11,12,23,5
244,Gulf of Panama,Saboga,AT19-1-1-77.5,AT19-1-1,77.5,16,16.975,100,92.624,116,1857.376,3,7,11,12,28,5
245,Gulf of Panama,Saboga,AT19-1-1-82.5,AT19-1-1,82.5,17,33,112,105.013,120,1844.987,3,8,11,12,37,4
246,Gulf of Panama,Saboga,AT19-1-1-87.5,AT19-1-1,87.5,18,97,125,159.93,364.225,1790.07,4,11,25,62.25,245.325,51.25
247,Gulf of Panama,Saboga,AT19-1-1-92.5,AT19-1-1,92.5,19,167.975,322,376.677,1038.9,1573.323,46.975,130,183,230,709.1,100
248,Gulf of Panama,Saboga,AT19-1-1-97.5,AT19-1-1,97.5,20,230.925,536,586.788,1366.55,1363.212,57.95,148.75,205,240,538,91.25
249,Gulf of Panama,Saboga,AT19-1-1-102.5,AT19-1-1,102.5,21,294.95,752.5,774.808,1582.45,1175.192,54.975,136,196,230,365.175,94
250,Gulf of Panama,Saboga,AT19-1-1-107.5,AT19-1-1,107.5,22,356.9,962.5,952.023,1745.7,997.977,49.95,124.75,186,223,273,98.25
251,Gulf of Panama,Saboga,AT19-1-1-112.5,AT19-1-1,112.5,23,433.85,1166,1127.572,1848.375,822.428,45,123,186,223,269.025,100
252,Gulf of Panama,Saboga,AT19-1-1-117.5,AT19-1-1,117.5,24,508.975,1376,1309.245,1957.3,640.755,50.925,131,192,227,326.175,96
253,Gulf of Panama,Saboga,AT19-1-1-122.5,AT19-1-1,122.5,25,611.975,1589.5,1496.996,2078,453.004,46.975,133.75,196,230,353.425,96.25
254,Gulf of Panama,Saboga,AT19-1-1-127.5,AT19-1-1,127.5,26,696.85,1799,1693.683,2212.15,256.317,48,145,201,234,430.1,89
255,Gulf of Panama,Saboga,AT19-1-1-132.5,AT19-1-1,132.5,27,857.25,2027.5,1917.574,2375.025,32.426,59.975,151,189,232,726.075,81
256,Gulf of Panama,Saboga,AT19-1-1-137.5,AT19-1-1,137.5,28,1209.725,2152,2049.44,2402.025,-99.44,13,57.75,104,166,471.175,108.25
257,Gulf of Panama,Saboga,AT19-1-1-142.5,AT19-1-1,142.5,29,1513.7,2225.5,2146.675,2412.05,-196.675,9,40,69,129.25,319,89.25
258,Gulf of Panama,Saboga,AT19-1-1-147.5,AT19-1-1,147.5,30,1805.975,2297.5,2240.939,2426,-290.939,8,40,68,126,315.1,86
259,Gulf of Panama,Saboga,AT19-1-1-152.5,AT19-1-1,152.5,31,2090.8,2372,2337.62,2437,-387.62,9.975,41,69,127,319.075,86
260,Gulf of Panama,Saboga,AT19-1-1-157.5,AT19-1-1,157.5,32,2364.975,2445,2437.874,2492,-487.874,12,43,70,126,331.025,83
261,Gulf of Panama,Saboga,AT19-1-1-162.5,AT19-1-1,162.5,33,2452,2482,2492.165,2602.2,-542.165,9,27,43,65,168.175,38
262,Gulf of Panama,Saboga,AT19-1-1-167.5,AT19-1-1,167.5,34,2461,2520,2531.037,2667.05,-581.037,6,21,34,52,94,31
263,Gulf of Panama,Saboga,AT19-1-1-172.5,AT19-1-1,172.5,35,2468,2555,2568.088,2722.025,-618.088,6,20,33,50,86.025,30
264,Gulf of Panama,Saboga,AT19-1-1-177.5,AT19-1-1,177.5,36,2476,2587,2604.381,2802.125,-654.381,6,19,32,48.25,88,29.25
265,Gulf of Panama,Saboga,AT19-1-1-182.5,AT19-1-1,182.5,37,2483,2621,2640.24,2882.075,-690.24,6,19,32,48,86.025,29
266,Gulf of Panama,Saboga,AT19-1-1-187.5,AT19-1-1,187.5,38,2493,2656,2676.336,2961.05,-726.336,6,20,33,48,85.025,28
267,Gulf of Panama,Saboga,AT19-1-1-192.5,AT19-1-1,192.5,39,2508.95,2692.5,2716.772,3045,-766.772,7,21,35.5,53,96.025,32
268,Gulf of Panama,Saboga,AT19-1-1-197.5,AT19-1-1,197.5,40,2529,2743,2769.048,3134.075,-819.048,8,28,41,57,213.025,29
269,Gulf of Panama,Saboga,AT19-1-1-202.5,AT19-1-1,202.5,41,2589.975,2815.5,2835.916,3177.075,-885.916,18,42,54,70,221,28
270,Gulf of Panama,Saboga,AT19-1-1-207.5,AT19-1-1,207.5,42,2646.9,2876.5,2892.991,3198.1,-942.991,13,38,55,70,132.025,32
271,Gulf of Panama,Saboga,AT19-1-1-212.5,AT19-1-1,212.5,43,2701,2933,2945.462,3215.1,-995.462,12,35,52,66,107.075,31
272,Gulf of Panama,Saboga,AT19-1-1-217.5,AT19-1-1,217.5,44,2749.95,2987,2995.443,3233.05,-1045.443,12,33,49,64,87.025,31
273,Gulf of Panama,Saboga,AT19-1-1-222.5,AT19-1-1,222.5,45,2777.95,3042,3044.126,3252,-1094.126,13,33,49,63,84,30
274,Gulf of Panama,Saboga,AT19-1-1-227.5,AT19-1-1,227.5,46,2816.95,3101,3093.27,3268,-1143.27,13,33,49,64,87,31
275,Gulf of Panama,Saboga,AT19-1-1-232.5,AT19-1-1,232.5,47,2852,3159,3143.826,3283,-1193.826,12,34,51,64,92,30
276,Gulf of Panama,Saboga,AT19-1-1-237.5,AT19-1-1,237.5,48,2931.775,3216,3196.359,3301,-1246.359,13,36,52,66,106.025,30
277,Gulf of Panama,Saboga,AT19-1-1-242.5,AT19-1-1,242.5,49,3027.85,3274.5,3254.65,3318,-1304.65,13,38,54,69,160.1,31
