basin,region,sample,depth,unique,site_name,type,num_yrs_est_bulks,total_oto_count,sed_weight_whole_sample_kg,sed_weight_500_kg,group,group_name,age_ref
Caribbean,Bocas del Toro,AT12-1,.,AT12-1-1-1,STRI Point,modern_bulk,.,34,0.85,0.1563,1,AT12-1_1,modern
Caribbean,Bocas del Toro,AT12-1,.,AT12-1-2-1,STRI Point,modern_bulk,.,93,1.15,0.261,2,AT12-1_2,modern
Caribbean,Bocas del Toro,AT12-1,.,AT12-1-2-2,STRI Point,modern_bulk,.,73,1.15,0.23893,3,AT12-1_3,modern
Caribbean,Bocas del Toro,AT12-1,.,AT12-1-3-1,STRI Point,modern_bulk,.,62,1.15,0.23809,4,AT12-1_4,modern
Caribbean,Bocas del Toro,AT12-1,.,AT12-1-4-1,STRI Point,modern_bulk,.,85,1.15,0.21289,5,AT12-1_5,modern
Caribbean,Bocas del Toro,AT12-1,.,AT12-1-5-1,STRI Point,modern_bulk,.,20,1.1,0.27754,6,AT12-1_6,modern
Caribbean,Bocas del Toro,AT12-1,.,AT12-1-6-1,STRI Point,modern_bulk,.,16,1.2,0.19713,7,AT12-1_7,modern
Caribbean,Bocas del Toro,AT12-2,.,AT12-2-1,Sunset Point,Holocene_bulk,20,82,1.15,0.05814,1,AT12-2_1,pre_exp
Caribbean,Bocas del Toro,AT12-2,.,AT12-2-10,Sunset Point,Holocene_bulk,20,12,1.5,0.13242,7,AT12-2_7,pre_exp
Caribbean,Bocas del Toro,AT12-2,.,AT12-2-2,Sunset Point,Holocene_bulk,20,53,1.1,0.029,2,AT12-2_2,pre_exp
Caribbean,Bocas del Toro,AT12-2,.,AT12-2-3,Sunset Point,Holocene_bulk,20,132,0.85,0.05566,3,AT12-2_3,pre_exp
Caribbean,Bocas del Toro,AT12-2,.,AT12-2-4,Sunset Point,Holocene_bulk,20,89,0.9,0.05891,4,AT12-2_4,pre_exp
Caribbean,Bocas del Toro,AT12-2,.,AT12-2-5,Sunset Point,Holocene_bulk,20,78,0.85,0.14546,5,AT12-2_5,pre_exp
Caribbean,Bocas del Toro,AT12-2,.,AT12-2-6,Sunset Point,Holocene_bulk,20,12,1.2,0.11762,6,AT12-2_6,pre_exp
Caribbean,Bocas del Toro,AT12-2,.,AT12-2-7,Sunset Point,Holocene_bulk,20,15,1.15,0.10883,6,AT12-2_6,pre_exp
Caribbean,Bocas del Toro,AT12-2,.,AT12-2-9,Sunset Point,Holocene_bulk,20,4,1.05,0.11992,7,AT12-2_7,pre_exp
Caribbean,Bocas del Toro,AT12-3,.,AT12-3-1-1,Playa Estrella,modern_bulk,.,13,0.9,0.03255,1,AT12-3_1,modern
Caribbean,Bocas del Toro,AT12-3,.,AT12-3-2-1,Playa Estrella,modern_bulk,.,124,0.95,0.19737,2,AT12-3_2,modern
Caribbean,Bocas del Toro,AT12-3,.,AT12-3-3-1,Playa Estrella,modern_bulk,.,269,0.9,0.16892,3,AT12-3_3,modern
Caribbean,Bocas del Toro,AT12-3,.,AT12-3-3-2,Playa Estrella,modern_bulk,.,1,0.8,.,3,AT12-3_3,modern
Caribbean,Bocas del Toro,AT12-4,.,AT12-4-1-1,SW Bocas Island,modern_bulk,.,5,1.05,0.33829,1,AT12-4_1,modern
Caribbean,Bocas del Toro,AT12-4,.,AT12-4-2-1,SW Bocas Island,modern_bulk,.,37,1.25,0.42226,1,AT12-4_1,modern
Caribbean,Bocas del Toro,AT12-4,.,AT12-4-2-2,SW Bocas Island,modern_bulk,.,2,1.3,0.83397,1,AT12-4_1,modern
Caribbean,Bocas del Toro,AT12-4,.,AT12-4-3-1,SW Bocas Island,modern_bulk,.,48,1.3,0.28267,2,AT12-4_2,modern
Caribbean,Bocas del Toro,AT12-4,.,AT12-4-3-2,SW Bocas Island,modern_bulk,.,2,1.15,0.402436688,2,AT12-4_2,modern
Caribbean,Bocas del Toro,AT12-4,.,AT12-4-4-1,SW Bocas Island,modern_bulk,.,1,1.1,0.36709,3,AT12-4_3,modern
Caribbean,Bocas del Toro,AT12-4,.,AT12-4-4-2,SW Bocas Island,modern_bulk,.,52,1.15,0.28406,3,AT12-4_3,modern
Caribbean,Bocas del Toro,AT12-4,.,AT12-4-5-2,SW Bocas Island,modern_bulk,.,3,1.1,0.384939441,3,AT12-4_3,modern
Caribbean,Bocas del Toro,AT13-10,.,AT13-10-1-1,Punta Caracol,modern_bulk,.,26,0.6473,0.26303,1,AT13-10_1,modern
Caribbean,Bocas del Toro,AT13-10,.,AT13-10-1-2,Punta Caracol,modern_bulk,.,21,0.9095,0.37675,2,AT13-10_2,modern
Caribbean,Bocas del Toro,AT13-10,.,AT13-10-2-1,Punta Caracol,modern_bulk,.,18,0.6821,0.27105,3,AT13-10_3,modern
Caribbean,Bocas del Toro,AT13-10,.,AT13-10-2-2,Punta Caracol,modern_bulk,.,7,0.6996,0.33569,3,AT13-10_3,modern
Caribbean,Bocas del Toro,AT13-10,.,AT13-10-3-1,Punta Caracol,modern_bulk,.,23,0.6704,0.31716,4,AT13-10_4,modern
Caribbean,Bocas del Toro,AT13-10,.,AT13-10-3-2,Punta Caracol,modern_bulk,.,38,0.6716,0.31048,5,AT13-10_5,modern
Caribbean,Bocas del Toro,AT13-10,.,AT13-10-4-1,Punta Caracol,modern_bulk,.,27,0.7088,0.33121,6,AT13-10_6,modern
Caribbean,Bocas del Toro,AT13-10,.,AT13-10-4-2,Punta Caracol,modern_bulk,.,21,0.7047,0.29614,7,AT13-10_7,modern
Caribbean,Bocas del Toro,AT13-10,.,AT13-10-5-1,Punta Caracol,modern_bulk,.,14,0.5594,0.20766,8,AT13-10_8,modern
Caribbean,Bocas del Toro,AT13-10,.,AT13-10-5-2,Punta Caracol,modern_bulk,.,20,0.7013,0.35729,9,AT13-10_9,modern
Caribbean,Bocas del Toro,AT13-11,.,AT13-11-1-1,Crawl Cay,modern_bulk,.,3,0.4153,0.09181,1,AT13-11_1,modern
Caribbean,Bocas del Toro,AT13-11,.,AT13-11-2-1,Crawl Cay,modern_bulk,.,13,0.4023,0.12526,1,AT13-11_1,modern
Caribbean,Bocas del Toro,AT13-11,.,AT13-11-3-1,Crawl Cay,modern_bulk,.,5,0.4373,0.12953,1,AT13-11_1,modern
Caribbean,Bocas del Toro,AT13-12,.,AT13-12-1-1,Casa Blanca,modern_bulk,54.3,44,0.5786,0.22898,1,AT13-12_1,modern
Caribbean,Bocas del Toro,AT13-12,.,AT13-12-1-2,Casa Blanca,modern_bulk,54.3,38,0.6281,0.29472,2,AT13-12_2,modern
Caribbean,Bocas del Toro,AT13-12,.,AT13-12-2-1,Casa Blanca,modern_bulk,54.3,34,0.6656,0.27994,3,AT13-12_3,modern
Caribbean,Bocas del Toro,AT13-12,.,AT13-12-2-2,Casa Blanca,modern_bulk,54.3,40,0.6317,0.27237,4,AT13-12_4,modern
Caribbean,Bocas del Toro,AT13-12,.,AT13-12-3-1,Casa Blanca,modern_bulk,54.3,38,0.582,0.26412,5,AT13-12_5,modern
Caribbean,Bocas del Toro,AT13-12,.,AT13-12-3-2,Casa Blanca,modern_bulk,54.3,57,0.6298,0.33171,6,AT13-12_6,modern
Caribbean,Bocas del Toro,AT13-12,.,AT13-12-4-1,Casa Blanca,modern_bulk,54.3,73,0.5885,0.28469,7,AT13-12_7,modern
Caribbean,Bocas del Toro,AT13-12,.,AT13-12-4-2,Casa Blanca,modern_bulk,54.3,48,0.6922,0.28791,8,AT13-12_8,modern
Caribbean,Bocas del Toro,AT13-2,.,AT13-2-1,Sweet Bocas Trench 1,Holocene_bulk,20,7,0.65,0.18316,1,AT13-2_1,pre_exp
Caribbean,Bocas del Toro,AT13-2,.,AT13-2-10,Sweet Bocas Trench 1,Holocene_bulk,20,8,0.7,0.20235,1,AT13-2_1,pre_exp
Caribbean,Bocas del Toro,AT13-2,.,AT13-2-8,Sweet Bocas Trench 1,Holocene_bulk,20,9,0.6,0.211,2,AT13-2_2,pre_exp
Caribbean,Bocas del Toro,AT13-2,.,AT13-2-9,Sweet Bocas Trench 1,Holocene_bulk,20,2,0.65,0.16508,2,AT13-2_2,pre_exp
Caribbean,Bocas del Toro,AT13-3,.,AT13-3-10,Sweet Bocas Trench 2,Holocene_bulk,20,13,0.5,0.22852,1,AT13-3_1,pre_exp
Caribbean,Bocas del Toro,AT13-3,.,AT13-3-11,Sweet Bocas Trench 2,Holocene_bulk,20,4,0.6,0.14227,1,AT13-3_1,pre_exp
Caribbean,Bocas del Toro,AT13-3,.,AT13-3-12,Sweet Bocas Trench 2,Holocene_bulk,20,5,0.75,0.14146,1,AT13-3_1,pre_exp
Caribbean,Bocas del Toro,AT13-3,.,AT13-3-13,Sweet Bocas Trench 2,Holocene_bulk,20,12,0.95,0.19035,2,AT13-3_2,pre_exp
Caribbean,Bocas del Toro,AT13-3,.,AT13-3-14,Sweet Bocas Trench 2,Holocene_bulk,20,7,0.6,0.13263,2,AT13-3_2,pre_exp
Caribbean,Bocas del Toro,AT13-4,.,AT13-4-2,Sweet Bocas Trench 3,Holocene_bulk,20,28,0.4,0.02926,1,AT13-4_1,pre_exp
Caribbean,Bocas del Toro,AT13-4,.,AT13-4-3,Sweet Bocas Trench 3,Holocene_bulk,20,167,0.6,0.06838,2,AT13-4_2,pre_exp
Caribbean,Bocas del Toro,AT13-4,.,AT13-4-4,Sweet Bocas Trench 3,Holocene_bulk,20,1,0.6,0.09913,1,AT13-4_1,pre_exp
Caribbean,Bocas del Toro,AT13-4,.,AT13-4-5,Sweet Bocas Trench 3,Holocene_bulk,20,2,0.6,0.0807,1,AT13-4_1,pre_exp
Caribbean,Bocas del Toro,AT13-4,.,AT13-4-6,Sweet Bocas Trench 3,Holocene_bulk,20,3,0.4,0.03634,1,AT13-4_1,pre_exp
Caribbean,Bocas del Toro,AT13-5,.,AT13-5-1,Sweet Bocas Trench 4,Holocene_bulk,20,3,0.55,0.13887,1,AT13-5_1,pre_exp
Caribbean,Bocas del Toro,AT13-5,.,AT13-5-2,Sweet Bocas Trench 4,Holocene_bulk,20,0,0.75,0.184581818,1,AT13-5_1,pre_exp
Caribbean,Bocas del Toro,AT13-5,.,AT13-5-3,Sweet Bocas Trench 4,Holocene_bulk,20,2,0.55,0.13185,1,AT13-5_1,pre_exp
Caribbean,Bocas del Toro,AT13-6,.,AT13-6-1,Sweet Bocas Trench 5,Holocene_bulk,20,9,0.6,0.14335,1,AT13-6_1,pre_exp
Caribbean,Bocas del Toro,AT13-6,.,AT13-6-2,Sweet Bocas Trench 5,Holocene_bulk,20,1,0.6,0.1846,1,AT13-6_1,pre_exp
Caribbean,Bocas del Toro,AT13-6,.,AT13-6-3,Sweet Bocas Trench 5,Holocene_bulk,20,8,0.6,0.19434,1,AT13-6_1,pre_exp
Caribbean,Bocas del Toro,AT13-6,.,AT13-6-6,Sweet Bocas Trench 5,Holocene_bulk,20,3,0.4,0.0741,1,AT13-6_1,pre_exp
Caribbean,Bocas del Toro,AT13-7,.,AT13-7-1,Sweet Bocas Trench 6,Holocene_bulk,20,13,0.55,0.17862,1,AT13-7_1,pre_exp
Caribbean,Bocas del Toro,AT13-7,.,AT13-7-2,Sweet Bocas Trench 6,Holocene_bulk,20,18,0.55,0.16704,2,AT13-7_2,pre_exp
Caribbean,Bocas del Toro,AT13-7,.,AT13-7-3,Sweet Bocas Trench 6,Holocene_bulk,20,18,0.6,0.13949,3,AT13-7_3,pre_exp
Caribbean,Bocas del Toro,AT13-7,.,AT13-7-4,Sweet Bocas Trench 6,Holocene_bulk,20,94,0.65,0.18724,4,AT13-7_4,pre_exp
Caribbean,Bocas del Toro,AT13-7,.,AT13-7-5,Sweet Bocas Trench 6,Holocene_bulk,20,328,0.6,0.19617,5,AT13-7_5,pre_exp
Caribbean,Bocas del Toro,AT13-7,.,AT13-7-6,Sweet Bocas Trench 6,Holocene_bulk,20,255,0.65,0.15817,6,AT13-7_6,pre_exp
Caribbean,Bocas del Toro,AT13-7,.,AT13-7-7,Sweet Bocas Trench 6,Holocene_bulk,20,292,0.6,0.17684,7,AT13-7_7,pre_exp
Caribbean,Bocas del Toro,AT13-7,.,AT13-7-8,Sweet Bocas Trench 6,Holocene_bulk,20,17,0.6,0.04407,8,AT13-7_8,pre_exp
Caribbean,Bocas del Toro,AT13-7,.,AT13-7-9,Sweet Bocas Trench 6,Holocene_bulk,20,1,0.45,0.00559,8,AT13-7_8,pre_exp
Caribbean,Bocas del Toro,AT13-8,.,AT13-8-1,Sweet Bocas Trench 7,Holocene_bulk,20,7,0.65,0.13863,1,AT13-8_1,pre_exp
Caribbean,Bocas del Toro,AT13-8,.,AT13-8-2,Sweet Bocas Trench 7,Holocene_bulk,20,7,0.6,0.13529,1,AT13-8_1,pre_exp
Caribbean,Bocas del Toro,AT13-9,.,AT13-9-1,Sweet Bocas Trench 8,Holocene_bulk,20,19,0.8,0.08838,1,AT13-9_1,pre_exp
Caribbean,Bocas del Toro,AT13-9,.,AT13-9-2,Sweet Bocas Trench 8,Holocene_bulk,20,7,0.5,0.0566,1,AT13-9_1,pre_exp
Caribbean,Bocas del Toro,AT14-10,.,AT14-10-1,Sweet Bocas SE Face,Holocene_bulk,20,13,0.5584,0.135993,1,AT14-10_1,pre_exp
Caribbean,Bocas del Toro,AT14-10,.,AT14-10-2,Sweet Bocas SE Face,Holocene_bulk,20,9,0.5324,0.126992,2,AT14-10_2,pre_exp
Caribbean,Bocas del Toro,AT14-10,.,AT14-10-3,Sweet Bocas SE Face,Holocene_bulk,20,12,0.5128,0.168592,2,AT14-10_2,pre_exp
Caribbean,Bocas del Toro,AT14-11,.,AT14-11-1,Sweet Bocas SE Face,Holocene_bulk,20,1,0.50105,0.113417,1,AT14-11_1,pre_exp
Caribbean,Bocas del Toro,AT14-11,.,AT14-11-2,Sweet Bocas SE Face,Holocene_bulk,20,0,0.4543,0.081919,1,AT14-11_1,pre_exp
Caribbean,Bocas del Toro,AT14-11,.,AT14-11-3,Sweet Bocas SE Face,Holocene_bulk,20,4,0.5395,0.0975,1,AT14-11_1,pre_exp
Caribbean,Bocas del Toro,AT14-1,.,AT14-1-1,Casa Blanca new,modern_bulk,54.3,39,0.6604,0.235586,1,AT14-1_1,modern
Caribbean,Bocas del Toro,AT14-1,.,AT14-1-2,Casa Blanca new,modern_bulk,54.3,102,0.58385,0.255748,2,AT14-1_2,modern
Caribbean,Bocas del Toro,AT14-1,.,AT14-1-3,Casa Blanca new,modern_bulk,54.3,95,0.6843,0.177701,3,AT14-1_3,modern
Caribbean,Bocas del Toro,AT14-1,.,AT14-1-5,Casa Blanca new,modern_bulk,54.3,23,0.4014,0.093953,4,AT14-1_4,modern
Caribbean,Bocas del Toro,AT14-1,.,AT14-1-7,Casa Blanca new,modern_bulk,54.3,58,0.6442,0.178184,5,AT14-1_5,modern
Caribbean,Bocas del Toro,AT14-1,.,AT14-1-8,Casa Blanca new,modern_bulk,54.3,63,0.6334,0.186586,6,AT14-1_6,modern
Caribbean,Bocas del Toro,AT14-2,.,AT14-2-1,Punta Donato,modern_bulk,65.3,39,0.6472,0.126321,1,AT14-2_1,modern
Caribbean,Bocas del Toro,AT14-2,.,AT14-2-2,Punta Donato,modern_bulk,65.3,17,0.5441,0.085008,2,AT14-2_2,modern
Caribbean,Bocas del Toro,AT14-2,.,AT14-2-4,Punta Donato,modern_bulk,65.3,30,0.5598,0.074169,3,AT14-2_3,modern
Caribbean,Bocas del Toro,AT14-2,.,AT14-2-5,Punta Donato,modern_bulk,65.3,28,0.6014,0.121947,4,AT14-2_4,modern
Caribbean,Bocas del Toro,AT14-3,.,AT14-3-1,Cayo Adriana,modern_bulk,356.3,23,0.5189,0.193504,1,AT14-3_1,modern
Caribbean,Bocas del Toro,AT14-3,.,AT14-3-2,Cayo Adriana,modern_bulk,356.3,7,0.4314,0.078406,1,AT14-3_1,modern
Caribbean,Bocas del Toro,AT14-3,.,AT14-3-3,Cayo Adriana,modern_bulk,356.3,34,0.5768,0.195697,2,AT14-3_2,modern
Caribbean,Bocas del Toro,AT14-3,.,AT14-3-4,Cayo Adriana,modern_bulk,356.3,27,0.625,0.207246,3,AT14-3_3,modern
Caribbean,Bocas del Toro,AT14-3,.,AT14-3-5,Cayo Adriana,modern_bulk,356.3,60,0.6827,0.279638,4,AT14-3_4,modern
Caribbean,Bocas del Toro,AT14-3,.,AT14-3-6,Cayo Adriana,modern_bulk,356.3,40,0.6877,0.31401,5,AT14-3_5,modern
Caribbean,Bocas del Toro,AT14-4,.,AT14-4-1,Airport Point,modern_bulk,.,31,0.4467,0.131869,1,AT14-4_1,modern
Caribbean,Bocas del Toro,AT14-4,.,AT14-4-2,Airport Point,modern_bulk,.,35,0.535,0.13061,2,AT14-4_2,modern
Caribbean,Bocas del Toro,AT14-4,.,AT14-4-3,Airport Point,modern_bulk,.,56,0.604,0.181854,3,AT14-4_3,modern
Caribbean,Bocas del Toro,AT14-4,.,AT14-4-4,Airport Point,modern_bulk,.,61,0.5557,0.175348,4,AT14-4_4,modern
Caribbean,Bocas del Toro,AT14-4,.,AT14-4-5,Airport Point,modern_bulk,.,44,0.5742,0.151667,5,AT14-4_5,modern
Caribbean,Bocas del Toro,AT14-4,.,AT14-4-6,Airport Point,modern_bulk,.,37,0.5891,0.162548,6,AT14-4_6,modern
Caribbean,Bocas del Toro,AT14-5,.,AT14-5-1,Sweet Bocas SE Face,Holocene_bulk,20,1,0.5442,0.100525,1,AT14-5_1,pre_exp
Caribbean,Bocas del Toro,AT14-5,.,AT14-5-2,Sweet Bocas SE Face,Holocene_bulk,20,3,0.4309,0.073918,1,AT14-5_1,pre_exp
Caribbean,Bocas del Toro,AT14-5,.,AT14-5-3,Sweet Bocas SE Face,Holocene_bulk,20,3,0.4393,0.103568,1,AT14-5_1,pre_exp
Caribbean,Bocas del Toro,AT14-6,.,AT14-6-1,Sweet Bocas SE Face,Holocene_bulk,20,6,0.563,0.132093,1,AT14-6_1,pre_exp
Caribbean,Bocas del Toro,AT14-6,.,AT14-6-2,Sweet Bocas SE Face,Holocene_bulk,20,1,0.6379,0.142345,1,AT14-6_1,pre_exp
Caribbean,Bocas del Toro,AT14-6,.,AT14-6-3,Sweet Bocas SE Face,Holocene_bulk,20,8,0.6066,0.136416,1,AT14-6_1,pre_exp
Caribbean,Bocas del Toro,AT14-7,.,AT14-7-1,Sweet Bocas SE Face,Holocene_bulk,20,4,0.5221,0.131628,1,AT14-7_1,pre_exp
Caribbean,Bocas del Toro,AT14-7,.,AT14-7-2,Sweet Bocas SE Face,Holocene_bulk,20,2,0.5237,0.076114,1,AT14-7_1,pre_exp
Caribbean,Bocas del Toro,AT14-7,.,AT14-7-3,Sweet Bocas SE Face,Holocene_bulk,20,3,0.4433,0.088157,1,AT14-7_1,pre_exp
Caribbean,Bocas del Toro,AT14-9,.,AT14-9-1,Sweet Bocas SE Face,Holocene_bulk,20,18,0.4646,0.100533,1,AT14-9_1,pre_exp
Caribbean,Bocas del Toro,AT14-9,.,AT14-9-2,Sweet Bocas SE Face,Holocene_bulk,20,5,0.6022,0.104355,2,AT14-9_2,pre_exp
Caribbean,Bocas del Toro,AT14-9,.,AT14-9-3,Sweet Bocas SE Face,Holocene_bulk,20,13,0.5371,0.114332,2,AT14-9_2,pre_exp
Pacific,Gulf of Panama,BF18-1-11,5,BF18-1-11-5,Contadora,core,.,0,0.16391,0.01211,1,BF18-1-11_1,modern
Pacific,Gulf of Panama,BF18-1-11,10,BF18-1-11-10,Contadora,core,.,.,0.23033,.,1,BF18-1-11_1,modern
Pacific,Gulf of Panama,BF18-1-11,15,BF18-1-11-15,Contadora,core,.,.,0.2918,.,1,BF18-1-11_1,modern
Pacific,Gulf of Panama,BF18-1-11,20,BF18-1-11-20,Contadora,core,.,3,0.29427,0.08379,1,BF18-1-11_1,modern
Pacific,Gulf of Panama,BF18-1-11,25,BF18-1-11-25,Contadora,core,.,.,0.31929,.,1,BF18-1-11_1,modern
Pacific,Gulf of Panama,BF18-1-11,30,BF18-1-11-30,Contadora,core,.,.,0.30278,.,.,.,.
Pacific,Gulf of Panama,BF18-1-11,35,BF18-1-11-35,Contadora,core,.,3,0.31098,0.0795,.,.,.
Pacific,Gulf of Panama,BF18-1-11,40,BF18-1-11-40,Contadora,core,.,.,0.3,.,.,.,.
Pacific,Gulf of Panama,BF18-1-11,45,BF18-1-11-45,Contadora,core,.,.,0.27797,.,.,.,.
Pacific,Gulf of Panama,BF18-1-11,50,BF18-1-11-50,Contadora,core,.,1,0.28933,0.08208,.,.,.
Pacific,Gulf of Panama,BF18-1-11,55,BF18-1-11-55,Contadora,core,.,.,0.30607,.,.,.,.
Pacific,Gulf of Panama,BF18-1-11,60,BF18-1-11-60,Contadora,core,.,.,0.28057,.,.,.,.
Pacific,Gulf of Panama,BF18-1-11,66,BF18-1-11-66,Contadora,core,.,3,0.3231,0.09024,.,.,.
Pacific,Gulf of Panama,BF18-1-11,71,BF18-1-11-71,Contadora,core,.,.,0.30658,.,.,.,.
Pacific,Gulf of Panama,BF18-1-11,76,BF18-1-11-76,Contadora,core,.,.,0.30787,.,.,.,.
Pacific,Gulf of Panama,BF18-1-11,81,BF18-1-11-81,Contadora,core,.,1,0.15327,0.04217,.,.,.
Pacific,Gulf of Panama,BF18-1-11,86,BF18-1-11-86,Contadora,core,.,.,0.30873,.,.,.,.
Pacific,Gulf of Panama,BF18-1-11,91,BF18-1-11-91,Contadora,core,.,.,0.32469,.,.,.,.
Pacific,Gulf of Panama,BF18-1-11,96,BF18-1-11-96,Contadora,core,.,8,0.28241,0.09161,.,.,.
Pacific,Gulf of Panama,BF18-1-11,101,BF18-1-11-101,Contadora,core,.,.,0.27863,.,.,.,.
Pacific,Gulf of Panama,BF18-1-11,106,BF18-1-11-106,Contadora,core,.,.,0.27871,.,.,.,.
Pacific,Gulf of Panama,BF18-1-11,111,BF18-1-11-111,Contadora,core,.,5,0.12292,0.07294,.,.,.
Pacific,Gulf of Panama,BF18-1-11,116,BF18-1-11-116,Contadora,core,.,.,0.26872,.,.,.,.
Pacific,Gulf of Panama,BF18-1-11,121,BF18-1-11-121,Contadora,core,.,.,0.33867,.,.,.,.
Pacific,Gulf of Panama,BF18-1-11,126,BF18-1-11-126,Contadora,core,.,8,0.34691,0.10379,.,.,.
Pacific,Gulf of Panama,BF18-1-11,131,BF18-1-11-131,Contadora,core,.,.,0.31732,.,.,.,.
Pacific,Gulf of Panama,BF18-1-11,136,BF18-1-11-136,Contadora,core,.,.,0.31929,.,.,.,.
Pacific,Gulf of Panama,BF18-1-11,141,BF18-1-11-141,Contadora,core,.,4,0.31251,0.08458,.,.,.
Pacific,Gulf of Panama,BF18-1-11,146,BF18-1-11-146,Contadora,core,.,.,0.33073,.,.,.,.
Pacific,Gulf of Panama,BF18-1-11,151,BF18-1-11-151,Contadora,core,.,.,0.29291,.,.,.,.
Pacific,Gulf of Panama,BF18-1-11,156,BF18-1-11-156,Contadora,core,.,1,0.13994,0.0362,.,.,.
Pacific,Gulf of Panama,BF18-1-11,161,BF18-1-11-161,Contadora,core,.,.,0.29779,.,.,.,.
Pacific,Gulf of Panama,BF18-1-11,166,BF18-1-11-166,Contadora,core,.,.,0.33,.,.,.,.
Pacific,Gulf of Panama,BF18-1-11,171,BF18-1-11-171,Contadora,core,.,6,0.27874,0.0888,.,.,.
Pacific,Gulf of Panama,BF18-1-11,176,BF18-1-11-176,Contadora,core,.,.,0.2695,.,.,.,.
Pacific,Gulf of Panama,BF18-1-11,181,BF18-1-11-181,Contadora,core,.,.,0.2849,.,.,.,.
Pacific,Gulf of Panama,BF18-1-11,186,BF18-1-11-186,Contadora,core,.,12,0.28086,0.09091,.,.,.
Pacific,Gulf of Panama,BF18-1-11,191,BF18-1-11-191,Contadora,core,.,.,0.27605,.,2,BF18-1-11_2,pre_exp
Pacific,Gulf of Panama,BF18-1-11,196,BF18-1-11-196,Contadora,core,.,.,0.31704,.,2,BF18-1-11_2,pre_exp
Pacific,Gulf of Panama,BF18-1-11,201,BF18-1-11-201,Contadora,core,.,10,0.26957,0.09337,2,BF18-1-11_2,pre_exp
Pacific,Gulf of Panama,BF18-1-11,206,BF18-1-11-206,Contadora,core,.,.,0.2848,.,2,BF18-1-11_2,pre_exp
Pacific,Gulf of Panama,BF18-1-11,211,BF18-1-11-211,Contadora,core,.,.,0.33804,.,2,BF18-1-11_2,pre_exp
Pacific,Gulf of Panama,BF18-1-11,216,BF18-1-11-216,Contadora,core,.,7,0.29876,0.08588,2,BF18-1-11_2,pre_exp
Pacific,Gulf of Panama,BF18-1-11,221,BF18-1-11-221,Contadora,core,.,.,0.3229,.,2,BF18-1-11_2,pre_exp
Pacific,Gulf of Panama,BF18-1-11,226,BF18-1-11-226,Contadora,core,.,.,0.26783,.,2,BF18-1-11_2,pre_exp
Pacific,Gulf of Panama,BF18-1-11,231,BF18-1-11-231,Contadora,core,.,7,0.31804,0.10458,2,BF18-1-11_2,pre_exp
Pacific,Gulf of Panama,BF18-1-11,236,BF18-1-11-236,Contadora,core,.,.,0.28898,.,3,BF18-1-11_3,pre_exp
Pacific,Gulf of Panama,BF18-1-11,241,BF18-1-11-241,Contadora,core,.,.,0.3122,.,3,BF18-1-11_3,pre_exp
Pacific,Gulf of Panama,BF18-1-11,246,BF18-1-11-246,Contadora,core,.,3,0.29353,0.08041,3,BF18-1-11_3,pre_exp
Pacific,Gulf of Panama,BF18-1-11,251,BF18-1-11-251,Contadora,core,.,.,0.292,.,3,BF18-1-11_3,pre_exp
Pacific,Gulf of Panama,BF18-1-11,256,BF18-1-11-256,Contadora,core,.,.,0.30356,.,3,BF18-1-11_3,pre_exp
Pacific,Gulf of Panama,BF18-1-11,261,BF18-1-11-261,Contadora,core,.,7,0.30785,0.08747,3,BF18-1-11_3,pre_exp
Pacific,Gulf of Panama,BF18-1-11,266,BF18-1-11-266,Contadora,core,.,.,0.33933,.,3,BF18-1-11_3,pre_exp
Pacific,Gulf of Panama,BF18-1-11,271,BF18-1-11-271,Contadora,core,.,.,0.22796,.,3,BF18-1-11_3,pre_exp
Pacific,Gulf of Panama,BF18-1-11,276,BF18-1-11-276,Contadora,core,.,6,0.14505,0.0594,3,BF18-1-11_3,pre_exp
Pacific,Gulf of Panama,BF18-1-11,281,BF18-1-11-281,Contadora,core,.,.,0.25657,.,4,BF18-1-11_4,pre_exp
Pacific,Gulf of Panama,BF18-1-11,286,BF18-1-11-286,Contadora,core,.,.,0.32531,.,4,BF18-1-11_4,pre_exp
Pacific,Gulf of Panama,BF18-1-11,291,BF18-1-11-291,Contadora,core,.,12,0.25551,0.08688,4,BF18-1-11_4,pre_exp
Pacific,Gulf of Panama,BF18-1-11,296,BF18-1-11-296,Contadora,core,.,.,0.30568,.,4,BF18-1-11_4,pre_exp
